type,code,name,info,type2,flag,pos,uk1,weapontype,uk2,sex,school,attack,skill,uk3,uk4,beitemslot
951232,lower_M9022,男映画制服ボトム,スロット2<br>(交換不可),6,5,128,1,0,2,1,0,0,0,20,2,533333
951233,lower_M9022,男映画制服ボトム,スロット3<br>(交換不可),6,5,128,1,0,3,1,0,0,0,30,3,533333
951234,lower_M9022,男映画制服ボトム,スロット4<br>(交換不可),6,5,128,1,0,4,1,0,0,0,40,4,533333
951235,lower_M9022,男映画制服ボトム,スロット5<br>(交換不可),6,5,128,1,0,5,1,0,0,0,50,5,533333
951331,foot_M9022,男映画制服履き物,スロット1<br>(交換不可),6,5,256,1,0,1,1,0,0,0,10,1,533333
951332,foot_M9022,男映画制服履き物,スロット2<br>(交換不可),6,5,256,1,0,2,1,0,0,0,20,2,533333
951333,foot_M9022,男映画制服履き物,スロット3<br>(交換不可),6,5,256,1,0,3,1,0,0,0,30,3,533333
951334,foot_M9022,男映画制服履き物,スロット4<br>(交換不可),6,5,256,1,0,4,1,0,0,0,40,4,533333
951335,foot_M9022,男映画制服履き物,スロット5<br>(交換不可),6,5,256,1,0,5,1,0,0,0,50,5,533333
952131,upper_F9022,女映画制服上着,スロット1<br>(交換不可),6,5,64,1,0,1,2,0,0,0,10,1,533333
952132,upper_F9022,女映画制服上着,スロット2<br>(交換不可),6,5,64,1,0,2,2,0,0,0,20,2,533333
952133,upper_F9022,女映画制服上着,スロット3<br>(交換不可),6,5,64,1,0,3,2,0,0,0,30,3,533333
952134,upper_F9022,女映画制服上着,スロット4<br>(交換不可),6,5,64,1,0,4,2,0,0,0,40,4,533333
952135,upper_F9022,女映画制服上着,スロット5<br>(交換不可),6,5,64,1,0,5,2,0,0,0,50,5,533333
952231,lower_F9022,女映画制服ボトム,スロット1<br>(交換不可),6,5,128,1,0,1,2,0,0,0,10,1,533333
952232,lower_F9022,女映画制服ボトム,スロット2<br>(交換不可),6,5,128,1,0,2,2,0,0,0,20,2,533333
952233,lower_F9022,女映画制服ボトム,スロット3<br>(交換不可),6,5,128,1,0,3,2,0,0,0,30,3,533333
952234,lower_F9022,女映画制服ボトム,スロット4<br>(交換不可),6,5,128,1,0,4,2,0,0,0,40,4,533333
952235,lower_F9022,女映画制服ボトム,スロット5<br>(交換不可),6,5,128,1,0,5,2,0,0,0,50,5,533333
952331,foot_F9022,女映画制服履き物,スロット1<br>(交換不可),6,5,256,1,0,1,2,0,0,0,10,1,533333
952332,foot_F9022,女映画制服履き物,スロット2<br>(交換不可),6,5,256,1,0,2,2,0,0,0,20,2,533333
952333,foot_F9022,女映画制服履き物,スロット3<br>(交換不可),6,5,256,1,0,3,2,0,0,0,30,3,533333
952334,foot_F9022,女映画制服履き物,スロット4<br>(交換不可),6,5,256,1,0,4,2,0,0,0,40,4,533333
952335,foot_F9022,女映画制服履き物,スロット5<br>(交換不可),6,5,256,1,0,5,2,0,0,0,50,5,533333
951011,special_M9017,レインボー水着,スロット1,6,4,192,1,0,1,1,0,0,0,10,1,511111
951012,special_M9017,レインボー水着,スロット2,6,4,192,1,0,2,1,0,0,0,20,2,511111
951013,special_M9017,レインボー水着,スロット3,6,4,192,1,0,3,1,0,0,0,30,3,511111
951014,special_M9017,レインボー水着,スロット4,6,4,192,1,0,4,1,0,0,0,40,4,511111
951015,special_M9017,レインボー水着,スロット5,6,4,192,1,0,5,1,0,0,0,50,5,511111
952011,special_F9017,白スクール水着,スロット1,6,4,192,1,0,1,2,0,0,0,10,1,511111
952012,special_F9017,白スクール水着,スロット2,6,4,192,1,0,2,2,0,0,0,20,2,511111
952013,special_F9017,白スクール水着,スロット3,6,4,192,1,0,3,2,0,0,0,30,3,511111
952014,special_F9017,白スクール水着,スロット4,6,4,192,1,0,4,2,0,0,0,40,4,511111
952015,special_F9017,白スクール水着,スロット5,6,4,192,1,0,5,2,0,0,0,50,5,511111
951021,special_M9017,レインボー水着,スロット1,6,4,192,1,0,1,1,0,0,0,10,1,522222
951022,special_M9017,レインボー水着,スロット2,6,4,192,1,0,2,1,0,0,0,20,2,522222
951023,special_M9017,レインボー水着,スロット3,6,4,192,1,0,3,1,0,0,0,30,3,522222
951024,special_M9017,レインボー水着,スロット4,6,4,192,1,0,4,1,0,0,0,40,4,522222
951025,special_M9017,レインボー水着,スロット5,6,4,192,1,0,5,1,0,0,0,50,5,522222
952021,special_F9017,白スクール水着,スロット1,6,4,192,1,0,1,2,0,0,0,10,1,522222
952022,special_F9017,白スクール水着,スロット2,6,4,192,1,0,2,2,0,0,0,20,2,522222
952023,special_F9017,白スクール水着,スロット3,6,4,192,1,0,3,2,0,0,0,30,3,522222
952024,special_F9017,白スクール水着,スロット4,6,4,192,1,0,4,2,0,0,0,40,4,522222
952025,special_F9017,白スクール水着,スロット5,6,4,192,1,0,5,2,0,0,0,50,5,522222
951031,special_M9017,レインボー水着,スロット1,6,4,192,1,0,1,1,0,0,0,10,1,533333
951032,special_M9017,レインボー水着,スロット2,6,4,192,1,0,2,1,0,0,0,20,2,533333
951033,special_M9017,レインボー水着,スロット3,6,4,192,1,0,3,1,0,0,0,30,3,533333
951034,special_M9017,レインボー水着,スロット4,6,4,192,1,0,4,1,0,0,0,40,4,533333
951035,special_M9017,レインボー水着,スロット5,6,4,192,1,0,5,1,0,0,0,50,5,533333
952031,special_F9017,白スクール水着,スロット1,6,4,192,1,0,1,2,0,0,0,10,1,533333
952032,special_F9017,白スクール水着,スロット2,6,4,192,1,0,2,2,0,0,0,20,2,533333
952033,special_F9017,白スクール水着,スロット3,6,4,192,1,0,3,2,0,0,0,30,3,533333
952034,special_F9017,白スクール水着,スロット4,6,4,192,1,0,4,2,0,0,0,40,4,533333
952035,special_F9017,白スクール水着,スロット5,6,4,192,1,0,5,2,0,0,0,50,5,533333
951435,cap_M9027,スクールハット・パープル,スロット5<br>(交換不可),6,5,1,2,0,5,1,0,0,0,50,5,533333
952435,cap_F9027,スクールハット・パープル,スロット5<br>(交換不可),6,5,1,2,0,5,2,0,0,0,50,5,533333
150001,upper_M0002,冬服上着,エスティバー学園の冬用制服。男子生徒用<br>(交換/販売不可),6,7,64,1,0,0,1,1,0,0,0,1,522222
150002,lower_M0002,冬服ズボン,エスティバー学園の冬用制服。男子生徒用<br>(交換/販売不可),6,7,128,1,0,0,1,1,0,0,0,1,522222
150003,foot_M0002,冬用学生靴,エスティバー学園の冬用学生靴。男子生徒用<br>(交換/販売不可),6,7,256,1,0,0,1,1,0,0,0,1,522222
150004,upper_F0002,冬服上着,エスティバー学園の冬用制服。女生徒用<br>(交換/販売不可),6,7,64,1,0,0,2,1,0,0,0,1,522222
150005,lower_F0002,冬服スカート,エスティバー学園の冬用制服。女生徒用<br>(交換/販売不可),6,7,128,1,0,0,2,1,0,0,0,1,522222
150006,foot_F0002,冬用ブーツ,エスティバー学園の冬用学生靴。女生徒用<br>(交換/販売不可),6,7,256,1,0,0,2,1,0,0,0,1,522222
150007,upper_M0001,夏服上着,エスティバー学園の夏用制服。男子生徒用<br>(交換/販売不可),6,7,64,1,0,0,1,1,0,0,0,1,522222
150008,lower_M0001,夏服ズボン,エスティバー学園の夏用制服。男子生徒用<br>(交換/販売不可),6,7,128,1,0,0,1,1,0,0,0,1,522222
150009,foot_M0001,夏用学生靴,エスティバー学園の夏用学生靴。男子生徒用<br>(交換/販売不可),6,7,256,1,0,0,1,1,0,0,0,1,522222
150010,upper_F0001,夏服上着,エスティバー学園の夏用制服。女生徒用<br>(交換/販売不可),6,7,64,1,0,0,2,1,0,0,0,1,522222
150011,lower_F0001,夏服スカート,エスティバー学園の夏用制服。女生徒用<br>(交換/販売不可),6,7,128,1,0,0,2,1,0,0,0,1,522222
150012,foot_F0001,夏用学生靴,エスティバー学園の夏用学生靴。女生徒用<br>(交換/販売不可),6,7,256,1,0,0,2,1,0,0,0,1,522222
150013,special_F0004,看護服,エスティバー学園看護部の制服。女生徒用,6,4,192,1,0,0,2,1,0,0,0,1,522222
150014,cap_F0004,看護帽子,エスティバー学園看護部の帽子。女生徒用,6,4,1,2,0,0,2,1,0,0,0,0,522222
150015,hand_F0004,看護手袋,エスティバー学園看護部の手袋。女生徒用,6,4,8,1,0,0,2,1,0,0,0,0,522222
150016,foot_F0004,看護靴,エスティバー学園看護部の靴。女生徒用,6,4,256,1,0,0,2,1,0,0,0,1,522222
150017,back_F0004,救急かばん,エスティバー学園看護部のかばん。女生徒用,6,4,4,2,0,0,2,1,0,0,0,0,522222
150018,upper_M0004,看護服上着,エスティバー学園看護部の制服。男子生徒用,6,4,64,1,0,0,1,1,0,0,0,1,522222
150019,lower_M0004,看護服ズボン,エスティバー学園看護部の制服。男子生徒用,6,4,128,1,0,0,1,1,0,0,0,1,522222
150020,hand_M0004,看護手袋,エスティバー学園看護部の手袋。男子生徒用,6,4,8,1,0,0,1,1,0,0,0,0,522222
150021,foot_M0004,看護靴,エスティバー学園看護部の靴。男子生徒用,6,4,256,1,0,0,1,1,0,0,0,1,522222
150022,back_M0004,救急かばん,エスティバー学園看護部のかばん。男子生徒用,8,4,4,2,0,0,1,1,0,0,0,0,522222
150023,upper_F0003,手芸上着,エスティバー学園手芸部の上着。女生徒用,6,4,64,1,0,0,2,1,0,0,0,1,522222
150024,lower_F0003,手芸スカート,エスティバー学園手芸部のスカート。女生徒用,6,4,128,1,0,0,2,1,0,0,0,1,522222
150025,foot_F0003,手芸靴,エスティバー学園手芸部の靴。女生徒用,6,4,256,1,0,0,2,1,0,0,0,1,522222
150026,,手芸帽子,エスティバー学園手芸部の帽子。女生徒用,6,4,1,2,0,0,2,1,0,0,0,0,522222
150027,upper_M0003,手芸上着,エスティバー学園手芸部の上着。男子生徒用,6,4,64,1,0,0,1,1,0,0,0,1,522222
150028,lower_M0003,手芸ズボン,エスティバー学園手芸部のズボン。男子生徒用,6,4,128,1,0,0,1,1,0,0,0,1,522222
150029,foot_M0003,手芸靴,エスティバー学園手芸部の靴。男子生徒用,6,4,256,1,0,0,1,1,0,0,0,1,522222
150030,special_M0005,実験用白衣,エスティバー学園科学部の制服。男子生徒用,6,4,192,1,0,0,1,1,0,0,0,1,522222
150031,foot_M0005,実験靴,エスティバー学園科学部の靴。危険な薬品やガラスの破片が落ちても安心。男子生徒用,6,4,256,1,0,0,1,1,0,0,0,1,522222
150032,special_F0005,実験用白衣,エスティバー学園科学部の制服。女生徒用,6,4,192,1,0,0,2,1,0,0,0,1,522222
150033,foot_F0005,実験靴,エスティバー学園科学部の靴。危険な薬品やガラスの破片が落ちても安心。女生徒用,6,4,256,1,0,0,2,1,0,0,0,1,522222
150034,cap_M0004,看護めがね,看護士が好んで使う、格好よく見える眼鏡。エスティバー学園の男子生徒用,6,4,1,2,0,0,1,1,0,0,0,0,522222
150035,etc_be050035,ステファノのハンカチ,執事ステファノのハンカチ。こんなものを集める人がいるのか？,7,4,0,0,0,0,0,0,0,0,0,0,522222
150036,etc_be050036,ページのハンカチ,図書館司書ページのハンカチ。ページに見付からないように気を付けよう。,7,4,0,0,0,0,0,0,0,0,0,0,522222
150037,etc_be050037,変熊のハンカチ,変熊のハンカチ。趣味が悪い。,7,4,0,0,0,0,0,0,0,0,0,0,522222
150038,etc_be050038,ビアンカのハンカチ,コレクターの間では超レアアイテムと呼ばれる、ビアンカ先生のレースのハンカチ。入手は困難。,7,4,0,0,0,0,0,0,0,0,0,0,522222
150039,special_F0007,飼育服,エスティバー学園飼育部の制服。女生徒用,6,4,192,1,0,0,2,1,0,0,0,1,522222
150040,foot_F0007,飼育靴,エスティバー学園飼育部の靴。女生徒用,6,4,256,1,0,0,2,1,0,0,0,1,522222
150041,cap_F0007,ネコミミ,エスティバー学園飼育部の帽子。着用すると動物の気持ちがわかる気がしてくる。女生徒用,6,4,1,2,0,0,2,1,0,0,0,0,522222
150042,special_M0007,飼育服,エスティバー学園飼育部の制服。男子生徒用,6,4,192,1,0,0,1,1,0,0,0,1,522222
150043,foot_M0007,飼育靴,エスティバー学園飼育部の靴。男子生徒用,6,4,256,1,0,0,1,1,0,0,0,1,522222
150044,cap_M0007,イヌミミ,エスティバー学園飼育部の帽子。着用すると動物の気持ちがわかる気がしてくる。男子生徒用,6,4,1,2,0,0,1,1,0,0,0,0,522222
150045,upper_F0008,サファリシャツ,エスティバー学園探険部の制服。女生徒用,6,4,64,1,0,0,2,1,0,0,0,1,522222
150046,lower_F0008,サファリズボン,エスティバー学園探険部の制服。女生徒用,6,4,128,1,0,0,2,1,0,0,0,1,522222
150047,foot_F0008,サファリシューズ,エスティバー学園探険部の靴。女生徒用,6,4,256,1,0,0,2,1,0,0,0,1,522222
150048,cap_F0008,サファリハット,エスティバー学園探険部の帽子。女生徒用,6,4,1,2,0,0,2,1,0,0,0,0,522222
150049,upper_M0008,サファリシャツ,エスティバー学園探険部の上着。男子生徒用,6,4,64,1,0,0,1,1,0,0,0,1,522222
150050,lower_M0008,サファリズボン,エスティバー学園探険部のズボン。男子生徒用,6,4,128,1,0,0,1,1,0,0,0,1,522222
150051,foot_M0008,サファリシューズ,エスティバー学園探険部の靴。男子生徒用,6,4,256,1,0,0,1,1,0,0,0,1,522222
150052,cap_M0008,サファリハット,エスティバー学園探険部の帽子。男子生徒用,6,4,1,2,0,0,1,1,0,0,0,0,522222
150053,etc_be050053,発汗！　ナマニエル夫人,ナマニエル夫人が超ホットなサウナでエロエロなポーズを取っている写真集。見るだけで熱くなってくる。,9,4,0,0,0,0,0,0,0,0,0,0,522222
150054,etc_be050054,表紙だけエッチな本,表紙だけエッチな本。中身は複雑で難解な英語の論文。最近は幼稚園児でもこんな手ではだまされない。,9,4,0,0,0,0,0,0,0,0,0,0,522222
150055,special_M0006,ウェイター服,エスティバー学園の購買アルバイト制服。男子生徒用,6,4,192,1,0,0,1,1,0,0,0,1,522222
150056,foot_M0006,ウェイターシューズ,エスティバー学園の購買アルバイト制服に似合う、男性用の靴,6,4,256,1,0,0,1,1,0,0,0,1,522222
150057,special_F0006,ウェイトレス服,エスティバー学園の購買アルバイト制服。女生徒用,6,4,192,1,0,0,2,1,0,0,0,1,522222
150058,foot_F0006,ウェイトレスシューズ,エスティバー学園の購買アルバイト制服に似合う、可愛い女性用シューズ,6,4,256,1,0,0,2,1,0,0,0,1,522222
150059,cap_F0006,ヘアバンド,働く時、髪をしっかり押さえてくれる可愛いヘアバンド。エスティバー学園の女生徒用,6,4,1,2,0,0,2,1,0,0,0,0,522222
150060,upper_M1002,冬服上着,宵月学院の冬用制服。男子生徒用<br>(交換/販売不可),6,7,64,1,0,0,1,2,0,0,0,1,522222
150061,lower_M1002,冬服ズボン,宵月学院の冬用制服。男子生徒用<br>(交換/販売不可),6,7,128,1,0,0,1,2,0,0,0,1,522222
150062,foot_M1002,冬用学生靴,宵月学院の冬用学生靴。男子生徒用<br>(交換/販売不可),6,7,256,1,0,0,1,2,0,0,0,1,522222
150063,upper_F1002,冬服上着,宵月学院の冬用制服。女生徒用<br>(交換/販売不可),6,7,64,1,0,0,2,2,0,0,0,1,522222
150064,lower_F1002,冬服スカート,宵月学院の冬用制服。女生徒用<br>(交換/販売不可),6,7,128,1,0,0,2,2,0,0,0,1,522222
150065,foot_F1002,冬用学生靴,宵月学院の冬用学生靴。女生徒用<br>(交換/販売不可),6,7,256,1,0,0,2,2,0,0,0,1,522222
150066,upper_M1001,夏服上着,宵月学院の夏用制服。男子生徒用<br>(交換/販売不可),6,7,64,1,0,0,1,2,0,0,0,1,522222
150067,lower_M1001,夏服ズボン,宵月学院の夏用制服。男子生徒用<br>(交換/販売不可),6,7,128,1,0,0,1,2,0,0,0,1,522222
150068,foot_M1001,夏用学生靴,宵月学院の夏用学生靴。男子生徒用<br>(交換/販売不可),6,7,256,1,0,0,1,2,0,0,0,1,522222
150069,special_F1001,夏服,宵月学院の夏用制服。女生徒用<br>(交換/販売不可),6,7,192,1,0,0,2,2,0,0,0,1,522222
150070,foot_F1001,夏用学生靴,宵月学院の夏用学生靴。女生徒用<br>(交換/販売不可),6,7,256,1,0,0,2,2,0,0,0,1,522222
150071,cap_F1004,看護帽,宵月学院看護部の帽子。女生徒用,6,4,1,2,0,0,2,2,0,0,0,0,522222
150072,hand_F1004,看護手袋,宵月学院看護部の手袋。女生徒用,6,4,8,1,0,0,2,2,0,0,0,0,522222
150073,special_F1004,看護服,宵月学院看護部の制服。女生徒用,6,4,192,1,0,0,2,2,0,0,0,1,522222
150074,foot_F1004,看護靴,宵月学院看護部の靴。女生徒用,6,4,256,1,0,0,2,2,0,0,0,1,522222
150075,cap_M1004,看護帽,宵月学院看護部の帽子。男子生徒用,6,4,1,2,0,0,1,2,0,0,0,0,522222
150076,hand_M1004,看護手袋,宵月学院看護部の手袋。男子生徒用,6,4,8,1,0,0,1,2,0,0,0,0,522222
150077,special_M1004,看護服,宵月学院看護部の制服。男子生徒用,6,4,192,1,0,0,1,2,0,0,0,1,522222
150078,foot_M1004,看護靴,宵月学院看護部の靴。男子生徒用,6,4,256,1,0,0,1,2,0,0,0,1,522222
150079,cap_F1007,キツネ帽,宵月学院飼育部の帽子。着用すると動物の気持ちがわかるような気がする。女生徒用,6,4,1,2,0,0,2,2,0,0,0,0,522222
150080,special_F1007,飼育服,宵月学院飼育部の制服。女生徒用,6,4,192,1,0,0,2,2,0,0,0,1,522222
150081,foot_F1007,飼育靴,宵月学院飼育部の靴。女生徒用,6,4,256,1,0,0,2,2,0,0,0,1,522222
150082,cap_M1007,クマ帽,宵月学院飼育部の帽子。着用すると動物の気持ちがわかるような気がする。男子生徒用,6,4,1,2,0,0,1,2,0,0,0,0,522222
150083,special_M1007,飼育服,宵月学院飼育部の制服。男子生徒用,6,4,192,1,0,0,1,2,0,0,0,1,522222
150084,foot_M1007,飼育靴,宵月学院飼育部の靴。男子生徒用,6,4,256,1,0,0,1,2,0,0,0,1,522222
150085,cap_F1005,実験マスク,宵月学院科学部のマスク。女生徒用,6,4,1,2,0,0,2,2,0,0,0,0,522222
150086,hand_M1005,実験手袋,宵月学院科学部の手袋。男子生徒用,6,4,8,1,0,0,1,2,0,0,0,0,522222
150087,special_F1005,実験用白衣,宵月学院科学部の制服。女生徒用,6,4,192,1,0,0,2,2,0,0,0,1,522222
150088,foot_F1005,実験靴,宵月学院科学部の靴。女生徒用,6,4,256,1,0,0,2,2,0,0,0,1,522222
150089,cap_M1005,実験マスク,宵月学院科学部のマスク。男子生徒用,6,4,1,2,0,0,1,2,0,0,0,0,522222
150090,special_M1005,実験用白衣,宵月学院科学部の制服。男子生徒用,6,4,192,1,0,0,1,2,0,0,0,1,522222
150091,foot_M1005,実験靴,宵月学院科学部の靴。男子生徒用,6,4,256,1,0,0,1,2,0,0,0,1,522222
150092,special_M9001,サンタ学生服,クリスマスシーズン用にデザインされた衣装。クリスマスシーズンのみ、制服として認められる,6,4,192,1,0,0,1,0,0,0,0,1,522222
150093,cap_M9001,サンタ帽,サンタ衣装のポイント。見た目以上に保温効果がある,6,4,1,2,0,0,1,0,0,0,0,0,522222
150094,foot_M9001,サンタブーツ,雪で滑らないように設計されている,6,4,256,1,0,0,1,0,0,0,0,1,522222
150095,special_F9001,サンタ学生服,クリスマスシーズン用にデザインされた衣装。クリスマスシーズンのみ、制服として認められる,6,4,192,1,0,0,2,0,0,0,0,1,522222
150096,cap_F9001,サンタ帽,サンタ衣装のポイント。見た目以上に保温効果がある,6,4,1,2,0,0,2,0,0,0,0,0,522222
150097,foot_F9001,サンタブーツ,雪で滑らないように設計されている,6,4,256,1,0,0,2,0,0,0,0,1,522222
150098,hand_M9001,サンタ手袋,白と赤が映えて印象的な手袋。手のひら側は柔らかい皮で出来ていて、高級感がある,6,4,8,1,0,0,1,0,0,0,0,0,522222
150099,hand_F9001,サンタ手袋,白と赤が映えて印象的な手袋。手のひら側は柔らかい皮で出来ていて、高級感がある,6,4,8,1,0,0,2,0,0,0,0,0,522222
150100,hand_F1005,実験手袋,宵月学院科学部の手袋。女生徒用,6,4,8,1,0,0,2,2,0,0,0,0,522222
150101,upper_M0009,バスケ部ユニフォーム,エスティバー学園バスケットボール部のユニフォーム。男子生徒用,6,4,64,1,0,0,1,1,0,0,0,1,522222
150102,lower_M0009,バスケ部ショートパンツ,エスティバー学園バスケットボール部のユニフォーム。男子生徒用,6,4,128,1,0,0,1,1,0,0,0,1,522222
150103,foot_M0009,バスケットシューズ,エスティバー学園バスケットボール部のシューズ。男子生徒用,6,4,256,1,0,0,1,1,0,0,0,1,522222
150104,upper_F0009,バスケ部ユニフォーム,エスティバー学園バスケットボール部のユニフォーム。女生徒用,6,4,64,1,0,0,2,1,0,0,0,1,522222
150105,lower_F0009,バスケ部ショートパンツ,エスティバー学園バスケットボール部のユニフォーム。女生徒用,6,4,128,1,0,0,2,1,0,0,0,1,522222
150106,foot_F0009,バスケットシューズ,エスティバー学園バスケットボール部のシューズ。女生徒用,6,4,256,1,0,0,2,1,0,0,0,1,522222
150107,special_M0010,コート,エスティバー学園の冬用コート。男子生徒用,6,4,192,1,0,0,1,1,0,0,0,1,522222
150108,special_F0010,コート,エスティバー学園の冬用コート。女生徒用,6,4,192,1,0,0,2,1,0,0,0,1,522222
150109,upper_M0011,体操着,エスティバー学園の体操着。男子生徒用,6,4,64,1,0,0,1,1,0,0,0,1,522222
150110,lower_M0011,短パン,エスティバー学園の体操着。男子生徒用,6,4,128,1,0,0,1,1,0,0,0,1,522222
150111,upper_F0011,体操着,エスティバー学園の体操着。女生徒用,6,4,64,1,0,0,2,1,0,0,0,1,522222
150112,lower_F0011,短パン,エスティバー学園の体操着。女生徒用,6,4,128,1,0,0,2,1,0,0,0,1,522222
150113,upper_M0012,トレーニングウェア,エスティバー学園の冬用トレーニングウェア。男子生徒用,6,4,64,1,0,0,1,1,0,0,0,1,522222
150114,lower_M0012,トレパン,エスティバー学園の冬用トレーニングウェア。男子生徒用,6,4,128,1,0,0,1,1,0,0,0,1,522222
150115,upper_F0012,トレーニングウェア,エスティバー学園の冬用トレーニングウェア。女生徒用,6,4,64,1,0,0,2,1,0,0,0,1,522222
150116,lower_F0012,トレパン,エスティバー学園の冬用トレーニングウェア。女生徒用,6,4,128,1,0,0,2,1,0,0,0,1,522222
150117,upper_M0013,カーディガン,エスティバー学園のカーディガン。男子生徒用,6,4,64,1,0,0,1,1,0,0,0,1,522222
150118,upper_F0013,カーディガン,エスティバー学園のカーディガン。女生徒用,6,4,64,1,0,0,2,1,0,0,0,1,522222
150119,upper_M0014,生徒会服,エスティバー学園生徒会の専用制服。男子生徒用,6,4,64,1,0,0,1,1,0,0,0,1,522222
150120,lower_M0014,生徒会ズボン,エスティバー学園生徒会の専用制服。男子生徒用,6,4,128,1,0,0,1,1,0,0,0,1,522222
150121,foot_M0014,生徒会靴,エスティバー学園生徒会の専用靴。男子生徒用,6,4,256,1,0,0,1,1,0,0,0,1,522222
150122,special_F0014,生徒会服,エスティバー学園生徒会の専用制服。女生徒用,6,4,192,1,0,0,2,1,0,0,0,1,522222
150123,lower_F0014,生徒会制服スカート,エスティバー学園生徒会の専用制服。女生徒用,6,4,128,1,0,0,2,1,0,0,0,1,522222
150124,foot_F0014,生徒会靴,エスティバー学園生徒会の専用靴。女生徒用,6,4,256,1,0,0,2,1,0,0,0,1,522222
150125,special_M0015,水着,エスティバー学園水泳部のユニフォーム。男子生徒用,6,4,192,1,0,0,1,1,0,0,0,1,522222
150126,special_F0015,スクール水着,エスティバー学園水泳部のユニフォーム。女生徒用,6,4,192,1,0,0,2,1,0,0,0,1,522222
150127,upper_M0016,夏服上着,エスティバー学園の夏用制服のバリエーション。男子生徒用,6,4,64,1,0,0,1,1,0,0,0,1,522222
150128,lower_M0016,夏服ズボン,エスティバー学園の夏用制服のバリエーション。男子生徒用,6,4,128,1,0,0,1,1,0,0,0,1,522222
150129,upper_M0017,冬服上着,エスティバー学園の冬用制服のバリエーション。男子生徒用,6,4,64,1,0,0,1,1,0,0,0,1,522222
150130,upper_F0016,夏服上着,エスティバー学園の夏用制服のバリエーション。女生徒用,6,4,64,1,0,0,2,1,0,0,0,1,522222
150131,lower_F0016,夏服ショートパンツ,エスティバー学園の夏用制服のバリエーション。女生徒用,6,4,128,1,0,0,2,1,0,0,0,1,522222
150132,special_F0017,冬服,エスティバー学園の冬用制服のバリエーション。女生徒用,6,4,192,1,0,0,2,1,0,0,0,1,522222
150133,upper_M0026,ギャンブラージャケット,エスティバー学園ギャンブル部の制服。男子生徒用,6,4,64,1,0,0,1,1,0,0,0,1,522222
150134,lower_M0026,ギャンブラーズボン,エスティバー学園ギャンブル部の制服。男子生徒用,6,4,128,1,0,0,1,1,0,0,0,1,522222
150135,foot_M0026,ギャンブラーシューズ,エスティバー学園ギャンブル部の靴。男子生徒用,6,4,256,1,0,0,1,1,0,0,0,1,522222
150136,upper_F0026,ギャンブラージャケット,エスティバー学園ギャンブル部の制服。女生徒用,6,4,64,1,0,0,2,1,0,0,0,1,522222
150137,lower_F0026,ギャンブラースカート,エスティバー学園ギャンブル部の制服。女生徒用,6,4,128,1,0,0,2,1,0,0,0,1,522222
150138,foot_F0026,ギャンブラーシューズ,エスティバー学園ギャンブル部の靴。女生徒用,6,4,256,1,0,0,2,1,0,0,0,1,522222
150139,upper_M0019,格闘服・上,エスティバー学園格闘部の制服。男子生徒用,6,4,64,1,0,0,1,1,0,0,0,1,522222
150140,lower_M0019,格闘服・下,エスティバー学園格闘部の制服。男子生徒用,6,4,128,1,0,0,1,1,0,0,0,1,522222
150141,hand_M0019,ナックルガード,エスティバー学園格闘部の手袋。緩衝材が拳を守っているので、殴る方も殴られる方も安心。男子生徒用,6,4,8,1,0,0,1,1,0,0,0,0,522222
150142,cap_M0019,根性ハチマキ,エスティバー学園格闘部の頭保護具。男子生徒用,6,4,1,2,0,0,1,1,0,0,0,0,522222
150143,foot_M0019,ビルドアップシューズ,エスティバー学園格闘部の靴。体を鍛えるためのウェイト付き。男子生徒用,6,4,256,1,0,0,1,1,0,0,0,1,522222
150144,upper_F0019,格闘服・上,エスティバー学園格闘部の制服。女生徒用,6,4,64,1,0,0,2,1,0,0,0,1,522222
150145,lower_F0019,格闘服・下,エスティバー学園格闘部の制服。女生徒用,6,4,128,1,0,0,2,1,0,0,0,1,522222
150146,hand_F0019,ナックルガード,エスティバー学園格闘部の手袋。緩衝材が拳を守っているので、殴る方も殴られる方も安心。女生徒用,6,4,8,1,0,0,2,1,0,0,0,0,522222
150147,cap_F0019,根性ハチマキ,エスティバー学園格闘部の頭保護具。女生徒用,6,4,1,2,0,0,2,1,0,0,0,0,522222
150148,foot_F0019,ビルドアップシューズ,エスティバー学園格闘部の靴。体を鍛えるためのウェイト付き。女生徒用,6,4,256,1,0,0,2,1,0,0,0,1,522222
150149,upper_M0023,料理服・上,エスティバー学園料理部の制服。男子生徒用,6,4,64,1,0,0,1,1,0,0,0,1,522222
150150,lower_M0023,料理服・下,エスティバー学園料理部の制服。男子生徒用,6,4,128,1,0,0,1,1,0,0,0,1,522222
150151,cap_M0023,料理帽,エスティバー学園料理部の帽子。男子生徒用,6,4,1,2,0,0,1,1,0,0,0,0,522222
150152,foot_M0023,料理靴,エスティバー学園料理部の靴。男子生徒用,6,4,256,1,0,0,1,1,0,0,0,1,522222
150153,upper_F0023,料理服,エスティバー学園料理部の制服。女生徒用,6,4,64,1,0,0,2,1,0,0,0,1,522222
150154,lower_F0023,エプロンスカート,エスティバー学園料理部の制服。女生徒用,6,4,128,1,0,0,2,1,0,0,0,1,522222
150155,cap_F0023,料理帽,エスティバー学園料理部の帽子。女生徒用,6,4,1,2,0,0,2,1,0,0,0,0,522222
150156,foot_F0023,料理靴,エスティバー学園料理部の靴。女生徒用,6,4,256,1,0,0,2,1,0,0,0,1,522222
